Signature	Precision	Recall	F1-score	Support	Positive Class (in Red)
Sig +	0.9090909090909092	0.8108108108108109	0.8571428571428571	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7222222222222222	0.8666666666666667	0.7878787878787877	15.0	Sig-
Sig +	0.8333333333333334	0.6666666666666666	0.7407407407407408	15.0	Sig-
Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
Sig -	0.875	0.945945945945946	0.9090909090909092	37.0	TopRQ
Sig +	0.9411764705882352	0.8648648648648649	0.9014084507042254	37.0	TopRQ
Sig -	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig +	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.7704918032786885	0.8245614035087719	0.7966101694915254	57.0	"Platinum
Treated"
Sig +	0.8113207547169812	0.7543859649122807	0.7818181818181817	57.0	"Platinum
Treated"
Sig -	0.85	0.918918918918919	0.8831168831168831	37.0	TopRQ
Sig +	0.9117647058823528	0.8378378378378378	0.8732394366197184	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
Sig -	0.8918918918918919	0.8918918918918919	0.8918918918918919	37.0	TopRQ
Sig +	0.8918918918918919	0.8918918918918919	0.8918918918918919	37.0	TopRQ
Sig -	0.9090909090909092	0.9090909090909092	0.9090909090909092	22.0	Sig+
Sig +	0.9090909090909092	0.9090909090909092	0.9090909090909092	22.0	Sig+
Sig -	0.7368421052631579	0.9333333333333332	0.8235294117647058	15.0	Sig-
Sig +	0.9090909090909092	0.6666666666666666	0.7692307692307692	15.0	Sig-
Sig -	0.8059701492537313	0.9473684210526316	0.8709677419354839	57.0	"Platinum
Treated"
Sig +	0.9361702127659576	0.7719298245614035	0.8461538461538461	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig +	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.8666666666666667	0.8666666666666667	0.8666666666666667	15.0	Sig-
Sig +	0.8666666666666667	0.8666666666666667	0.8666666666666667	15.0	Sig-
Sig -	0.7704918032786885	0.8245614035087719	0.7966101694915254	57.0	"Platinum
Treated"
Sig +	0.8113207547169812	0.7543859649122807	0.7818181818181817	57.0	"Platinum
Treated"
Sig -	0.8604651162790697	1.0	0.925	37.0	TopRQ
Sig +	1.0	0.8378378378378378	0.911764705882353	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.7941176470588235	0.9473684210526316	0.864	57.0	"Platinum
Treated"
Sig +	0.9347826086956522	0.7543859649122807	0.8349514563106796	57.0	"Platinum
Treated"
Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
Sig -	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig +	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig -	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
Sig +	0.75	0.8	0.7741935483870969	15.0	Sig-
Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
Sig -	0.875	0.945945945945946	0.9090909090909092	37.0	TopRQ
Sig +	0.9411764705882352	0.8648648648648649	0.9014084507042254	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
Sig -	0.8611111111111112	0.8378378378378378	0.8493150684931507	37.0	TopRQ
Sig +	0.8421052631578947	0.8648648648648649	0.8533333333333334	37.0	TopRQ
Sig -	0.9130434782608696	0.9545454545454546	0.9333333333333332	22.0	Sig+
Sig +	0.9523809523809524	0.9090909090909092	0.9302325581395348	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7619047619047619	0.8421052631578947	0.8	57.0	"Platinum
Treated"
Sig +	0.8235294117647058	0.7368421052631579	0.7777777777777778	57.0	"Platinum
Treated"
Sig -	0.868421052631579	0.8918918918918919	0.88	37.0	TopRQ
Sig +	0.8888888888888888	0.8648648648648649	0.8767123287671232	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.8235294117647058	0.9333333333333332	0.8749999999999999	15.0	Sig-
Sig +	0.9230769230769232	0.8	0.8571428571428571	15.0	Sig-
Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
